"ANIO","MES","CONGLOMERADO","MUESTRA","SELVIV","HOGAR","ESTRATO","LLAVE_PANEL","CCDD","AREA","C201","C203","C204","C205","C206","C207","C208","C300n","NROINF","C301_DIA","C301_MES","C301_ANIO","C303","C304","C305","C306_1","C306_2","C306_3","C306_4","C306_5","C306_6","C306_7","C306_8","C306_9","C306_10","C306_10A","C306_11","C306A","C308_COD","C309_COD","C310","C311","C312","C313","C317","C317A","C318_1","C318_2","C318_3","C318_4","C318_5","C318_6","C318_7","C318_T","C328_T","whoraT","C330","C331","C333","C334","P209H","C335","C338","C339_1","C341_T","C342","C344","C345_1","C347_T","C348","C350","C352","C353","C354","C355","C356","C357_I","C358","C359","SEGURO1","C361_1","C362_1","C361_2","C362_2","C361_3","C362_3","C361_4","C362_4","C361_5","C362_5","C361_6","C362_6","C361_7","C362_7","C361_8","C362_8","C364_1","C365_1","C364_2","C365_2","C364_3","C365_3","C364_4","C365_4","C366","C366_1","C366_2","C375_1","C375_2","C375_3","C375_4","C375_5","C375_6","C376","C377","OCUP300","D341_T","D344","D347_T","D350","D351_T","I339_1","I342","I345_1","I348","INGTOT","INGTOTP","ingtrabw","RESIDENT","Informal_P","FAC300_ANUAL"
2025,"12","3233601",1,"0048",1,5,"20251232336011004811","12",1,1,1,1,2,,2,39,1,1,4,7,1986,1,,,,,,,,,,,,,,,,2632,8411,3,2,,,5,9998,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,4,1600,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,,,,1600,,,,1600,1600,1600,1,1,201.82873425
2025,"12","3233601",1,"0048",1,5,"20251232336011004812","12",1,2,3,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3233601",1,"0049",1,5,"20251232336011004911","12",1,1,1,1,2,,2,56,1,1,12,11,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,208.98499825
2025,"12","3233601",1,"0049",1,5,"20251232336011004912","12",1,2,3,1,2,,2,29,2,2,30,9,1996,1,,,,,,,,,,,,,,,,5230,1071,3,5,1,,1,5,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,1200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,,,,,,1200,,,,1200,1200,1200,1,2,201.82873425
2025,"12","3233601",1,"0050",1,5,"20251232336011005011","12",1,1,1,1,2,,2,73,1,1,12,3,1952,1,,,,,,,,,,,,,,,,2222,8690,2,,2,2,1,1,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,,,,,,,1350,,,1350,1350,1350,1,2,184.649119
2025,"12","3233601",1,"0050",1,5,"20251232336011005012","12",1,2,2,1,2,,1,41,2,2,18,9,1984,1,,,,,,,,,,,,,,,,2611,6910,2,,2,2,1,1,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,,,1350,,,1350,1350,1350,1,2,361.7696825
2025,"12","3233601",1,"0050",1,5,"20251232336011005013","12",1,3,4,1,2,,2,33,3,3,6,4,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,201.82873425
2025,"12","3233601",1,"0050",1,5,"20251232336011005014","12",1,4,5,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3233601",1,"0050",1,5,"20251232336011005015","12",1,5,5,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3233601",1,"0050",1,5,"20251232336011005016","12",1,6,5,1,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3234002",1,"0078",1,5,"20240932340021007811","12",1,1,1,1,2,,1,38,1,1,2,3,1987,1,,,,,,,,,,,,,,,,3114,3314,3,5,2,2,1,2,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,2,200,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,1,,,,,,866,,,,866,866,866,1,1,220.37962675
2025,"12","3234002",1,"0079",1,5,"20240932340021007911","12",1,1,1,1,2,,1,50,1,1,25,5,1975,1,,,,,,,,,,,,,,,,8322,8423,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,1800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,,,50,1800,,,,1800,1800,1850,1,2,132.91822425
2025,"12","3234002",1,"0079",1,5,"20240932340021007912","12",1,2,2,1,2,,2,45,2,2,20,3,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,1,,,1,3,1,4,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,,112.4829025
2025,"12","3234002",1,"0079",1,5,"20240932340021007913","12",1,3,3,1,2,,2,21,3,3,13,3,2004,1,,,,,,,,,,,,,,,,5312,8521,3,5,1,,4,200,0,5,5,5,0,0,0,15,,15,1,,2,,2,2,4,1200,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,,,,,,1200,,,,1200,1200,1200,1,1,75.7095735
2025,"12","3234002",1,"0079",1,5,"20240932340021007914","12",1,4,3,1,2,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3234002",1,"0080",1,5,"20240932340021008011","12",1,1,1,1,2,,1,83,1,1,19,3,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,4,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,157.18410475
2025,"12","3234002",1,"0081",1,5,"20240932340021008111","12",1,1,1,1,2,,1,63,1,1,7,7,1962,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,3,0,8,8,8,0,0,0,24,,24,1,,2,,2,2,2,150,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,,,,650,,,,650,650,650,1,1,211.122944
2025,"12","3234002",1,"0081",1,5,"20240932340021008112","12",1,2,2,1,2,,2,64,2,2,24,12,1960,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,2,0,8,8,8,8,0,0,32,,32,1,,2,,2,2,2,120,60,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,3,,2,2,2,2,2,2,10,7,1,260,,,,,520,,,,780,780,780,1,1,127.30761625
2025,"12","3237501",1,"0092",1,4,"20240932375011009211","12",1,1,1,1,2,,1,65,1,1,7,7,1960,1,,,,,,,,,,,,,,,,6121,141,2,,3,2,1,2,6,6,6,6,6,6,6,42,10,52,1,,2,,2,2,,,,,,,,230,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,,170,,,,,843,,230,1243,1013,1243,1,1,233.15384125
2025,"12","3237501",1,"0092",1,4,"20240932375011009212","12",1,2,2,1,2,,2,75,2,2,9,8,1950,1,,,,,,,,,,,,,,,,9211,141,4,,3,2,1,2,6,6,6,6,6,6,6,42,,42,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,2,,2,2,2,2,2,2,1,1,1,,,,,,,,,,0,0,0,1,1,188.8375405
2025,"12","3237501",1,"0092",1,4,"20240932375011009213","12",1,3,3,1,2,,1,24,3,3,1,1,2001,1,,,,,,,,,,,,,,,,7231,4520,3,5,3,2,1,2,9,9,9,9,9,9,9,63,,63,1,,2,,2,2,2,500,48,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,208,,,,,2165,,,,2373,2373,2373,1,1,208.604097
2025,"12","3237501",1,"0093",1,4,"20240932375011009311","12",1,1,1,1,2,,1,31,1,1,3,12,1993,1,,,,,,,,,,,,,,,,8332,4923,2,,3,2,1,1,0,0,12,12,12,12,0,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,,1900,,,1900,1900,1900,1,1,434.81426275
2025,"12","3237501",1,"0093",1,4,"20240932375011009312","12",1,2,2,1,2,,2,26,2,2,26,6,1999,1,,,,,,,,,,,,,,,,5213,4781,2,,3,2,1,1,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,60,,,,,1300,,,1360,1360,1360,1,1,246.72473875
2025,"12","3237501",1,"0093",1,4,"20240932375011009313","12",1,3,3,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3237501",1,"0093",1,4,"20251232375011009314","12",1,4,3,1,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3237501",1,"0093",1,4,"20240932375011009314","12",1,5,7,1,2,,2,19,5,5,24,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,,112.30129125
2025,"12","3237501",1,"0093",1,4,"20240932375011009315","12",1,6,7,1,2,,2,19,6,6,24,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,,112.30129125
2025,"12","3237501",1,"0093",1,4,"20250932375011009316","12",1,7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
2025,"12","3237501",1,"0094",1,4,"20240932375011009411","12",1,1,1,1,2,,1,76,1,1,14,1,1949,1,,,,,,,,,,,,,,,,9412,5610,4,,3,2,1,2,12,0,0,0,0,0,3,15,,15,1,,2,,2,,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,,,,,,0,0,0,1,1,197.15985025
2025,"12","3237501",1,"0094",1,4,"20240932375011009412","12",1,2,2,1,2,,2,69,2,2,20,12,1955,1,,,,,,,,,,,,,,,,6121,141,1,,3,2,1,2,0,0,6,6,6,6,0,24,16,40,1,,2,,2,2,,,,,,,,300,30,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,46,,30,,,53,,300,429,99,429,1,1,276.58394575
2025,"12","3237501",1,"0095",1,4,"20240932375011009511","12",1,1,1,1,2,,1,35,1,1,17,5,1990,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,14,0,14,14,14,14,14,84,,84,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,1800,,,1800,1800,1800,1,1,434.81426275
2025,"12","3237501",1,"0095",1,4,"20240932375011009512","12",1,2,2,1,2,,2,32,2,2,24,2,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,182.371185
2025,"12","3237501",1,"0095",1,4,"20240932375011009513","12",1,3,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3237501",1,"0095",1,4,"20240932375011009514","12",1,4,3,1,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3238001",1,"0033",1,4,"20251232380011003311","12",1,1,1,1,2,,1,76,1,1,22,1,1949,1,,,,,,,,,,,,,,,,9521,4781,4,,3,2,1,2,0,0,0,0,4,0,0,4,,,1,,2,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,1,379.778872
2025,"12","3238001",1,"0033",1,4,"20251232380011003312","12",1,2,2,1,2,,2,68,2,2,24,1,1957,1,,,,,,,,,,,,,,,,9521,4781,2,,3,2,1,2,0,0,0,0,4,0,0,4,,4,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,1,,,2,1,2,2,2,2,1,1,1,,10,,,,,92,,,102,102,102,1,1,307.59308025
2025,"12","3238001",1,"0034",1,4,"20251232380011003411","12",1,1,1,1,2,,2,46,1,1,22,9,1979,1,,,,,,,,,,,,,,,,9334,4921,3,5,1,,5,9998,0,15,0,0,0,0,15,30,,30,1,,1,1,1,2,2,100,40,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,173,,,,,433,,,,606,606,606,1,1,450.52116
2025,"12","3238001",1,"0034",1,4,"20251232380011003412","12",1,2,3,1,2,,2,18,2,2,17,6,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,339.25218025
2025,"12","3238001",1,"0034",1,4,"20251232380011003413","12",1,3,8,1,2,,2,17,3,3,17,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,339.25218025
2025,"12","3238001",1,"0035",1,4,"20251232380011003511","12",1,1,1,1,2,,2,43,1,1,25,12,1981,1,,,,,,,,,,,,,,,,9112,8411,3,2,,,5,9998,0,8,8,8,8,8,4,44,,44,1,,2,,2,2,4,900,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,,,,,283,900,,,,900,900,1183,1,2,401.884192
2025,"12","3238001",1,"0035",1,4,"20251232380011003512","12",1,2,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3238001",1,"0035",1,4,"20251232380011003513","12",1,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3238001",1,"0035",1,4,"20251232380011003514","12",1,4,3,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3238001",1,"0036",1,4,"20251232380011003611","12",1,1,1,1,2,,1,69,1,1,1,12,1956,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,1,0,4,2,5,4,2,2,19,,19,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,46,,,,,15,,,61,61,61,1,1,510.10268325
2025,"12","3238001",1,"0036",1,4,"20251232380011003614","12",1,2,2,1,2,,2,67,2,1,11,1,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,3,,1,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,307.59308025
2025,"12","3238001",1,"0036",1,4,"20251232380011003612","12",1,3,3,1,2,,2,36,3,3,10,6,1989,1,,,,,,,,,,,,,,,,9412,5610,3,5,2,2,1,8,0,0,0,8,8,8,6,30,,30,1,,2,,2,2,2,320,40,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,173,,,,,1386,,,,1559,1559,1559,1,1,401.884192
2025,"12","3238001",1,"0036",1,4,"20251232380011003613","12",1,4,5,1,2,,2,17,4,4,5,7,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,339.25218025
2025,"12","3239102",2,"0069",1,4,"20250932391022006911","12",1,1,1,1,2,,2,55,1,1,5,3,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,,125.31021525
2025,"12","3239102",2,"0069",1,4,"20250932391022006912","12",1,2,3,1,2,,2,15,2,2,26,6,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,138.20780275
2025,"12","3239102",2,"0069",1,4,"20250932391022006913","12",1,3,2,1,1,,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"12","3239102",2,"0069",1,4,"20250932391022006914","12",1,4,3,1,2,,2,24,4,4,9,6,2001,1,,,,,,,,,,,,,,,,3213,4772,3,5,1,,5,9998,8,8,8,8,8,0,8,48,,48,1,,2,,2,2,4,1025,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,,,170,1025,,,,1025,1025,1195,1,2,74.5217235
2025,"12","3239102",2,"0069",1,4,"20250932391022006915","12",1,5,4,1,2,,1,28,5,5,11,10,1997,1,,,,,,,,,,,,,,,,8331,4921,3,5,2,2,1,2,15,15,15,15,15,15,0,90,,90,1,,2,,2,1,2,420,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,1819,,,,1819,1819,1819,1,1,288.53727225
2025,"12","3239102",2,"0069",1,4,"20251232391022006916","12",1,6,5,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3239102",2,"0071",1,4,"20250932391022007111","12",1,1,1,1,2,,1,65,1,1,8,8,1960,1,,,,,,,,,,,,,,,,9312,4210,3,5,3,2,1,12,0,8,8,8,0,8,8,40,,40,1,,2,,2,2,2,420,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,,,,1819,,,,1819,1819,1819,1,1,207.810517
2025,"12","3239102",2,"0071",1,4,"20250932391022007112","12",1,2,3,1,2,,2,26,2,2,30,5,1999,1,,,,,,,,,,,,,,,,5212,4773,2,,3,2,1,1,0,5,0,5,5,5,5,25,,25,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,,460,,,460,460,460,1,1,163.7234315
2025,"12","3239102",2,"0071",1,4,"20250932391022007113","12",1,3,4,1,2,,1,37,3,3,25,2,1988,1,,,,,,,,,,,,,,,,9312,4210,3,5,3,2,1,4,0,8,8,8,8,8,4,44,,44,1,,2,,2,2,2,400,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,,,,,,1732,,,,1732,1732,1732,1,1,216.92196625
2025,"12","3239102",2,"0071",1,4,"20250932391022007114","12",1,4,5,1,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3239102",2,"0071",1,4,"20250932391022007115","12",1,5,5,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"12","3239102",2,"0072",1,4,"20250932391022007211","12",1,1,1,1,2,,1,52,1,1,21,8,1973,1,,,,,,,,,,,,,,,,9211,111,3,5,3,2,1,3,0,10,10,0,0,0,0,20,4,24,1,,2,,2,2,2,120,,,,70,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,520,,70,,590,520,590,1,1,207.810517
2025,"12","3239102",2,"0072",1,4,"20250932391022007212","12",1,2,3,1,2,,1,15,2,2,8,12,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,138.42705325
2025,"12","3239102",2,"0072",1,4,"20250932391022007213","12",1,3,3,1,2,,2,14,3,3,22,9,2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,138.20780275
2025,"12","3239102",2,"0073",1,4,"20250932391022007311","12",1,1,1,1,2,,2,45,1,1,14,2,1980,1,,,,,,,,,,,,,,,,9211,111,3,5,3,2,1,10,0,4,4,4,0,0,0,12,,12,1,,1,1,1,1,2,168,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,3,2,2,2,2,2,2,1,1,1,,,,,,727,,,,727,727,727,1,1,125.31021525
2025,"12","3239102",2,"0073",1,4,"20250932391022007312","12",1,2,3,1,1,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"12","3239102",2,"0073",1,4,"20250932391022007313","12",1,3,3,1,2,,2,19,3,3,25,1,2006,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,9533,4799,2,,3,2,1,1,0,0,0,0,0,2,0,2,,2,1,,2,,2,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,,,,,300,,,300,300,300,1,1,138.20780275
